City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,quatre cocos,-20.2078,57.7625,26.16,82,100,1.19,MU,1675018629
362,paamiut,61.994,-49.6678,-3.76,70,100,8.0,GL,1675018630
363,yeniseysk,58.4497,92.1703,-11.57,92,100,3.58,RU,1675018630
364,boulder city,35.9786,-114.8325,13.29,28,0,7.2,US,1675018631
365,letlhakane,-21.4167,25.5833,27.53,43,100,4.97,BW,1675018631
366,san roque,36.2107,-5.3842,11.46,71,75,4.63,ES,1675018632
367,lorengau,-2.0226,147.2712,27.22,78,87,1.48,PG,1675018632
368,rio gallegos,-51.6226,-69.2181,20.03,42,75,6.17,AR,1675018633
369,port lincoln,-34.7333,135.8667,15.49,80,16,4.37,AU,1675018634
370,smithers,54.7804,-127.1743,-16.82,71,20,2.06,CA,1675018531
371,kostomuksha,64.571,30.5767,-2.77,91,100,4.84,RU,1675018636
372,kawardha,22.0167,81.25,19.0,46,0,2.44,IN,1675018636
373,sao joao da barra,-21.6403,-41.0511,30.05,85,100,6.88,BR,1675018636
374,george,-33.963,22.4617,17.75,72,75,8.75,ZA,1675018637
375,sur,22.5667,59.5289,19.22,56,0,4.85,OM,1675018638
376,chagoda,59.164,35.3285,-3.02,93,100,3.7,RU,1675018374
377,qui nhon,13.7667,109.2333,19.9,71,100,9.99,VN,1675018639
378,hervey bay,-25.2986,152.8535,24.11,75,100,1.17,AU,1675018640
379,dryden,49.7833,-92.7503,-23.84,77,0,4.12,CA,1675018641
380,turukhansk,65.8167,87.9833,-22.2,96,95,2.72,RU,1675018641
381,faya,18.3851,42.4509,14.06,64,100,1.35,SA,1675018642
382,shitanjing,39.2342,106.3439,-5.34,23,0,1.21,CN,1675018642
383,dothan,31.2232,-85.3905,18.44,84,100,0.89,US,1675018643
384,kitimat,54.0524,-128.6534,-3.38,65,50,2.01,CA,1675018644
385,timaru,-44.4,171.25,17.26,97,66,0.82,NZ,1675018644
386,griffith,41.5284,-87.4237,-0.27,88,100,7.2,US,1675018645
387,nizwa,22.9333,57.5333,18.05,46,0,0.08,OM,1675018646
388,coahuayana,18.7333,-103.6833,32.41,32,0,2.77,MX,1675018646
389,asau,46.4333,26.4,-3.49,96,99,0.55,RO,1675018647
390,natchez,31.5604,-91.4032,17.92,94,100,0.0,US,1675018602
391,maniitsoq,65.4167,-52.9,-5.27,85,100,7.78,GL,1675018617
392,ranong,9.9658,98.6348,23.72,82,93,3.5,TH,1675018649
393,butembo,0.15,29.2833,16.39,76,70,1.08,CD,1675018649
394,adamas,36.7333,24.4333,11.97,65,83,8.91,GR,1675018651
395,naryan-mar,67.6713,53.087,-10.43,93,91,6.34,RU,1675018651
396,surt,31.2089,16.5887,13.77,34,0,3.63,LY,1675018652
397,gotsu,35.0,132.2167,6.64,61,100,12.34,JP,1675018653
398,san juan de los morros,9.9115,-67.3538,32.21,28,48,1.29,VE,1675018653
399,saint-augustin,51.226,-58.6502,-14.66,71,3,7.67,CA,1675018654
400,sao felix do xingu,-6.6447,-51.995,28.95,67,53,2.38,BR,1675018654
401,nabire,-3.3667,135.4833,24.5,90,100,1.71,ID,1675018655
402,bajram curri,42.3554,20.0784,1.16,86,75,2.1,AL,1675018655
403,ushtobe,45.2514,77.9838,-13.28,89,100,2.88,KZ,1675018656
404,lagoa,39.05,-27.9833,14.04,70,1,6.24,PT,1675018656
405,boueni,-12.9025,45.0761,26.99,77,0,0.66,YT,1675018658
406,clovis,36.8252,-119.7029,9.36,88,75,4.12,US,1675018658
407,awjilah,29.1081,21.2869,14.01,36,3,4.55,LY,1675018659
408,grand gaube,-20.0064,57.6608,26.32,84,100,1.18,MU,1675018512
409,airai,-8.9266,125.4092,16.08,92,100,0.52,TL,1675018659
410,vladyslavivka,45.1667,35.3667,4.85,91,100,3.28,UA,1675018660
411,scarborough,54.2797,-0.4044,8.7,86,100,3.58,GB,1675018625
412,novyy urengoy,66.0833,76.6333,-28.04,100,61,2.73,RU,1675018661
413,farafangana,-22.8167,47.8333,26.13,80,26,2.64,MG,1675018662
414,neiafu,-18.65,-173.9833,24.38,94,75,0.0,TO,1675018662
415,katiola,8.1333,-5.1,32.35,21,84,0.46,CI,1675018663
416,sliven,42.6858,26.3292,3.2,61,90,1.62,BG,1675018663
417,maningrida,-12.0667,134.2667,26.35,83,100,1.39,AU,1675018664
418,gigmoto,13.7796,124.39,24.9,90,100,7.76,PH,1675018664
419,beidao,34.5686,105.8933,0.36,41,0,1.49,CN,1675018665
420,amga,60.8953,131.9608,-48.27,100,94,0.5,RU,1675018665
421,hualmay,-11.0964,-77.6139,24.95,69,72,4.27,PE,1675018666
422,lasa,46.6166,10.7002,-1.65,69,100,2.01,IT,1675018666
423,lazaro cardenas,17.9583,-102.2,29.6,48,0,4.38,MX,1675018667
424,geraldton,-28.7667,114.6,26.23,57,20,3.09,AU,1675018624
425,wanning,18.8003,110.3967,11.72,63,5,3.55,CN,1675018668
426,honiara,-9.4333,159.95,25.0,91,100,2.23,SB,1675018668
427,price,39.5994,-110.8107,-3.82,87,100,1.84,US,1675018669
428,quang ngai,15.1167,108.8,16.83,84,97,3.22,VN,1675018670
429,dabhol,17.6,73.1667,20.91,90,34,3.07,IN,1675018670
430,yasnogorsk,54.4803,37.6975,-6.6,92,100,3.6,RU,1675018671
431,srednekolymsk,67.45,153.6833,-29.7,97,100,2.2,RU,1675018671
432,guilin,25.2819,110.2864,1.06,32,0,1.31,CN,1675018672
433,itambacuri,-18.0311,-41.685,27.0,79,63,2.59,BR,1675018672
434,qaqortoq,60.7167,-46.0333,-9.34,68,100,4.13,GL,1675018673
435,bosaso,11.2842,49.1816,23.89,60,5,3.33,SO,1675018673
436,cap malheureux,-19.9842,57.6142,26.37,84,100,1.01,MU,1675018674
437,namatanai,-3.6667,152.4333,26.77,79,72,2.0,PG,1675018674
438,iskenderun,36.5872,36.1735,11.17,75,61,2.41,TR,1675018675
439,chaumont,48.1167,5.1333,-2.57,78,32,1.35,FR,1675018675
440,yuancheng,36.652,107.7896,-3.58,22,0,1.7,CN,1675018676
441,ust-nera,64.5667,143.2,-38.45,99,81,0.69,RU,1675018676
442,kudat,6.8837,116.8477,26.96,83,20,4.63,MY,1675018677
443,kundiawa,-6.0167,144.9667,17.0,98,100,0.89,PG,1675018677
444,meulaboh,4.1363,96.1285,24.77,91,100,1.4,ID,1675018678
445,cockburn town,21.4612,-71.1419,26.98,54,75,7.72,TC,1675018459
446,otradnoye,59.7775,30.8181,1.03,91,58,4.43,RU,1675018679
447,saint-denis,48.9167,2.3333,5.09,73,100,4.63,FR,1675018680
448,saint-pierre,-21.3393,55.4781,27.82,69,0,0.0,RE,1675018681
449,pierre,44.3683,-100.351,-12.3,59,100,4.02,US,1675018659
450,huilong,31.8111,121.655,1.63,57,0,3.14,CN,1675018682
451,ola,59.5833,151.2833,-12.15,77,100,4.17,RU,1675018682
452,poum,-20.2333,164.0167,26.17,75,37,7.74,NC,1675018683
453,tessalit,20.1986,1.0114,16.32,9,13,4.38,ML,1675018683
454,sola,-13.8833,167.55,24.37,100,20,0.0,VU,1675018684
455,borogontsy,62.6683,131.1683,-49.61,100,71,0.76,RU,1675018684
456,polunochnoye,60.8697,60.4153,-14.57,90,71,2.13,RU,1675018685
457,terra santa,-2.1042,-56.4869,31.58,50,95,1.64,BR,1675018685
458,foso,5.7012,-1.2866,26.82,73,99,2.68,GH,1675018686
459,chimbarongo,-34.7,-71.05,31.49,12,0,3.55,CL,1675018686
460,north platte,41.1239,-100.7654,-15.35,76,100,1.79,US,1675018687
461,nouadhibou,20.931,-17.0347,19.99,56,13,7.2,MR,1675018688
462,klyuchi,52.2667,79.1667,-17.23,100,87,2.97,RU,1675018689
463,vaitape,-16.5167,-151.75,27.0,76,19,5.61,PF,1675018689
464,bowen,-20.0167,148.2333,26.08,76,100,5.09,AU,1675018690
465,srivardhan,18.0333,73.0167,21.85,90,9,3.53,IN,1675018690
466,ho chi minh city,10.75,106.6667,22.01,68,40,2.57,VN,1675018513
467,seoul,37.5683,126.9778,-1.34,64,0,1.03,KR,1675018437
468,khash,28.2211,61.2158,5.74,39,0,0.57,IR,1675018692
469,cururupu,-1.8283,-44.8683,27.57,75,42,2.78,BR,1675018692
470,shaunavon,49.6501,-108.4181,-23.12,82,100,7.65,CA,1675018693
471,sungaipenuh,-2.0833,101.3833,17.46,96,99,1.75,ID,1675018694
472,americus,32.0724,-84.2327,13.53,82,100,1.54,US,1675018658
473,nanortalik,60.1432,-45.2371,-4.85,74,100,3.2,GL,1675018695
474,barceloneta,18.4505,-66.5385,27.98,77,6,7.48,PR,1675018616
475,morant bay,17.8815,-76.4093,29.84,66,68,6.22,JM,1675018696
476,takoradi,4.8845,-1.7554,26.9,81,100,4.77,GH,1675018697
477,mnogovershinnyy,53.9353,139.9242,-28.64,85,16,2.58,RU,1675018697
478,chaiya,9.3862,99.1986,24.72,77,100,5.26,TH,1675018698
479,kokopo,-4.352,152.2633,25.37,86,35,1.81,PG,1675018699
480,ondjiva,-17.0667,15.7333,25.47,49,36,0.48,AO,1675018700
481,portland,45.5234,-122.6762,3.24,36,20,7.72,US,1675018122
482,rundu,-17.9333,19.7667,22.53,73,25,3.67,NA,1675018701
483,cidreira,-30.1811,-50.2056,26.32,73,5,6.48,BR,1675018701
484,umm lajj,25.0213,37.2685,24.11,63,17,2.14,SA,1675018702
485,eston,51.1501,-108.7514,-23.93,88,57,5.62,CA,1675018702
486,valparaiso,-33.0393,-71.6273,20.8,72,20,5.66,CL,1675018591
487,samana,19.2056,-69.3369,27.12,78,75,5.14,DO,1675018703
488,harper,4.375,-7.7169,26.23,80,98,2.81,LR,1675018704
489,santana do livramento,-30.8908,-55.5328,36.5,17,0,4.09,BR,1675018704
490,isangel,-19.55,169.2667,26.2,84,100,1.15,VU,1675018705
491,mega,4.05,38.3,19.38,35,15,5.5,ET,1675018705
492,boa esperanca,-21.09,-45.5658,25.99,70,79,1.01,BR,1675018706
493,vilyuysk,63.7553,121.6247,-43.71,100,98,1.23,RU,1675018707
494,xining,36.6167,101.7667,-3.62,26,0,0.71,CN,1675018707
495,grindavik,63.8424,-22.4338,1.26,86,40,5.66,IS,1675018708
496,walvis bay,-22.9575,14.5053,17.83,74,0,7.11,NA,1675018708
497,karakol,42.4907,78.3936,-8.15,64,13,2.9,KG,1675018709
498,penzance,50.1186,-5.5371,9.87,87,100,7.05,GB,1675018709
499,celestun,20.8667,-90.4,28.75,54,5,2.18,MX,1675018710
500,acapulco,16.8634,-99.8901,29.54,49,0,3.16,MX,1675018306
501,ghatanji,20.1333,78.3167,23.46,37,4,0.9,IN,1675018711
502,sharjah,25.3573,55.4033,18.99,63,0,1.54,AE,1675018580
503,puliyur,10.6333,78.8333,23.89,88,40,2.06,IN,1675018712
504,naze,28.3667,129.4833,10.51,56,95,6.5,JP,1675018469
505,hasaki,35.7333,140.8333,0.12,79,48,3.26,JP,1675018713
506,san quintin,30.4833,-115.95,13.82,69,99,2.22,MX,1675018713
507,slonim,53.0867,25.3219,-0.83,94,100,4.72,BY,1675018714
508,kangaatsiaq,68.3065,-53.4641,-12.7,71,100,5.37,GL,1675018714
509,kupang,-10.1667,123.5833,25.8,85,100,1.6,ID,1675018715
510,macae,-22.3708,-41.7869,29.86,70,75,4.12,BR,1675018485
511,kulhudhuffushi,6.6221,73.07,26.63,73,6,3.63,MV,1675018715
512,iracoubo,5.4802,-53.2011,26.32,74,39,4.19,GF,1675018716
513,fecamp,49.7579,0.3746,6.49,88,100,7.22,FR,1675018717
514,derzhavinsk,51.1,66.3167,-19.42,96,11,3.15,KZ,1675018717
515,pizarro,4.9533,-77.366,27.43,77,100,1.57,CO,1675018718
516,nong khae,14.3406,100.8673,21.26,43,10,4.33,TH,1675018718
517,konstantinovka,49.6167,127.9833,-34.54,100,55,0.89,RU,1675018719
518,dakar,14.6937,-17.4441,24.49,65,48,8.89,SN,1675018653
519,warrington,53.3925,-2.5802,9.34,86,40,5.66,GB,1675018720
520,nome,64.5011,-165.4064,1.04,86,100,8.75,US,1675018720
521,namibe,-15.1961,12.1522,23.54,85,82,3.41,AO,1675018721
522,beihai,21.4833,109.1,14.12,38,5,3.65,CN,1675018721
523,cartagena,10.3997,-75.5144,31.79,51,20,6.69,CO,1675018666
524,shimoda,34.6667,138.95,2.28,61,2,10.77,JP,1675018722
525,mayskiy,47.6931,40.1025,1.67,85,100,2.21,RU,1675018723
526,victoria point,-27.5833,153.3,24.95,83,100,1.67,AU,1675018724
527,elizabeth city,36.2946,-76.2511,17.01,58,55,2.68,US,1675018724
528,tarakan,3.3,117.6333,25.43,86,100,2.73,ID,1675018725
529,petropavlovsk-kamchatskiy,53.0452,158.6483,-4.67,63,40,5.0,RU,1675018602
530,sao paulo de olivenca,-3.3783,-68.8725,27.28,88,62,0.44,BR,1675018726
531,beloha,-25.1667,45.05,23.66,91,16,2.59,MG,1675018726
532,anse-bertrand,16.4721,-61.5078,28.3,100,8,5.98,GP,1675018727
533,conde,-7.2597,-34.9075,30.7,58,75,6.17,BR,1675018727
534,komsomolskiy,40.4272,71.7189,-0.6,74,100,2.06,UZ,1675018728
535,am timan,11.0297,20.2827,30.39,12,1,1.57,TD,1675018728
536,puerto leguizamo,-0.1934,-74.7819,33.89,31,39,2.01,CO,1675018729
537,champerico,14.3,-91.9167,34.3,56,1,4.87,GT,1675018729
538,leh,34.1667,77.5833,-7.09,96,100,1.6,IN,1675018730
539,sorong,-0.8833,131.25,26.76,82,100,3.18,ID,1675018730
540,hirson,49.9226,4.0826,3.03,84,100,3.94,FR,1675018731
541,yumen,40.2833,97.2,-5.29,24,100,3.0,CN,1675018731
542,oakdale,44.963,-92.9649,-14.3,63,0,2.57,US,1675018732
543,dole,47.0833,5.5,1.94,86,0,0.51,FR,1675018732
544,amapa,1.0,-52.0,26.53,84,13,1.81,BR,1675018496
545,chifeng,42.2683,118.9636,-12.61,80,4,2.5,CN,1675018733
546,aksarka,66.5606,67.7975,-18.92,97,100,2.89,RU,1675018734
547,lubango,-14.9172,13.4925,15.31,94,100,1.73,AO,1675018734
548,gorontalo,0.5412,123.0595,23.65,95,100,1.65,ID,1675018735
549,riyadh,24.6877,46.7219,17.08,42,36,3.23,SA,1675018700
550,nuuk,64.1835,-51.7216,-3.32,71,100,7.8,GL,1675018692
551,thap than,15.4606,99.8917,19.28,43,74,0.63,TH,1675018736
552,altay,47.8667,88.1167,-14.63,73,25,2.78,CN,1675018737
553,owando,-0.4819,15.8999,23.66,84,100,3.14,CG,1675018737
554,vostok,46.4856,135.8833,-29.99,98,90,1.78,RU,1675018738
555,chapais,49.7834,-74.8492,-19.12,78,100,1.26,CA,1675018738
556,pa sang,18.5262,98.9394,21.03,60,7,0.01,TH,1675018739
557,vanimo,-2.6741,141.3028,25.59,87,100,1.36,PG,1675018740
558,podporozhye,60.9112,34.1706,-1.57,94,100,4.77,RU,1675018740
